class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	roc_rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
anaphase-promoting_complex_GO:0005680	8	7	1.77220554	0.47556	1.894785577	0.43989	0.602916085	0.363904768	0.097187738	0.235337624	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
androgen_metabolism_GO:0008209	4	4	1.822576391	0.45442	1.419879727	0.63382	0.443349011	0.59201592	0.363346095	0.407966121	0.395968463	0.305396706	0.226278927	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
angiogenesis_GO:0001525	17	13	1.53399322	0.58376	1.679245233	0.51947	0.455669165	0.57246357	0.214491536	0.234308409	0.219115	0.357484508	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
angiotensin_receptor_GO:0001595	5	4	0.457457268	0.98957	0.540138336	0.96726	0.181801737	0.854061398	0.036501501	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
angiotensin_type_II_receptor_GO:0004945	5	4	0.457457268	0.98957	0.540138336	0.96726	0.181801737	0.854061398	0.036501501	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
anion_channel_GO:0005253	65	61	1.379877026	0.6585	0.927932905	0.85442	0.419994625	0.882613849	0.001467058	0.030264841	0.035825634	0.107068175	0.053317681	0.159794496	0.310422884	0.369709485	0.354876132	0.586452738
anion_exchanger_GO:0015380	8	6	3.840136244	0.05022	1.973169905	0.41158	0.567310012	0.409480209	0.287724492	0.32660975	0.217751929	0.109632399	0.055472249	0.221402821	0.146226035	0.100282062	0.066828237	0.049882021
anion_transport_GO:0006820	97	84	1.869619852	0.43531	0.986228151	0.82606	0.469659673	0.736157406	0.016685738	0.063090464	0.10642304	0.140129588	0.167420042	0.201116463	0.123232693	0.131392912	0.059642643	0.128797351
anion_transporter_GO:0008509	52	41	1.97935807	0.39213	0.904113626	0.86325	0.469359294	0.663512929	0.077879724	0.118782629	0.11954779	0.129339653	0.167361294	0.277757344	0.213515807	0.134000985	0.302215953	0.252093919
anion-anion_antiporter_GO:0015301	9	7	4.047363929	0.03895	1.973169905	0.41158	0.620443617	0.314258961	0.226674145	0.235337624	0.090646792	0.027401487	0.00908701	0.246213824	0.165822794	0.114864695	0.077054005	0.057697272
anti-apoptosis_GO:0006916	84	56	1.784734877	0.47066	1.411919985	0.63719	0.479212899	0.522037154	0.084683729	0.10957989	0.135474111	0.133107065	0.202312035	0.253693587	0.201754416	0.353796661	0.512891474	0.612766591
antibacterial_peptide_GO:0003797	13	11	1.262671514	0.71699	0.97438542	0.8312	0.410424096	0.712266829	0.182239912	0.253265918	0.274828401	0.286759815	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
antibody_GO:0003823	35	20	0.705372658	0.94613	0.512318645	0.9723	0.233355486	0.963000453	1.56E-04	0.005494385	0.019488439	0.103062815	0.231852143	0.38226962	0.565288881	0.690548994	0.788250623	0.839846561
"antigen_presentation,_endogenous_antigen_via_MHC_class_I_GO:0019883"	31	21	2.046380719	0.36681	2.238157676	0.33003	0.407601784	0.347466004	0.04357676	0.101998122	0.073237065	0.232750606	0.215491383	0.364301655	0.549373909	0.677866122	0.778916578	0.832540017
"antigen_presentation,_exogenous_antigen_via_MHC_class_II_GO:0019884"	11	8	0.827503257	0.90875	0.820389043	0.89174	0.553857987	0.861160323	0.170058022	0.145307994	0.360648127	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
antigen_presentation_GO:0019882	20	13	1.291837529	0.70272	0.856800477	0.88107	0.317722119	0.729895301	0.002739505	0.008181437	0.077423744	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
"antigen_processing,_endogenous_antigen_via_MHC_class_I_GO:0019885"	31	21	2.046380719	0.36681	2.238157676	0.33003	0.407601784	0.347466004	0.04357676	0.101998122	0.073237065	0.232750606	0.215491383	0.364301655	0.549373909	0.677866122	0.778916578	0.832540017
"antigen_processing,_exogenous_antigen_via_MHC_class_II_GO:0019886"	11	8	0.827503257	0.90875	0.820389043	0.89174	0.553857987	0.861160323	0.170058022	0.145307994	0.360648127	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
antigen_processing_GO:0030333	20	13	1.291837529	0.70272	0.856800477	0.88107	0.317722119	0.729895301	0.002739505	0.008181437	0.077423744	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
antimicrobial_humoral_response_(sensu_Invertebrata)_GO:0006960	85	70	1.563743111	0.56975	1.166081855	0.74674	0.463990483	0.664493871	0.054444452	0.052322529	0.049111605	0.067496754	0.143415816	0.118739857	0.134983275	0.272557744	0.433732631	0.54186612
antimicrobial_humoral_response_GO:0019730	85	70	1.563743111	0.56975	1.166081855	0.74674	0.463990483	0.664493871	0.054444452	0.052322529	0.049111605	0.067496754	0.143415816	0.118739857	0.134983275	0.272557744	0.433732631	0.54186612
antimicrobial_peptide_GO:0003795	25	21	1.615300068	0.54605	0.97438542	0.8312	0.444494317	0.684609398	0.125506241	0.138427346	0.215044486	0.213227349	0.343575965	0.364301655	0.549373909	0.677866122	0.778916578	0.832540017
antioxidant_GO:0016209	7	7	0.881970051	0.88946	0.325224808	0.99338	0.320355721	0.79893732	0.228008245	0.23567052	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
antiport_GO:0015982	11	9	1.73323954	0.49297	1.288606667	0.68518	0.509110655	0.515803853	0.260074369	0.269888369	0.33327751	0.38969625	0.353574361	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
antiporter_GO:0015297	24	21	2.263759304	0.29367	1.288606667	0.68518	0.484620918	0.590674837	0.161662587	0.184972364	0.215044486	0.115184323	0.042381739	0.377327275	0.334214414	0.266340308	0.196014957	0.153437409
antiviral_response_protein_GO:0003800	28	23	1.604807621	0.5508	0.901809145	0.86523	0.476132416	0.6204937	0.118380323	0.17841722	0.197458833	0.203083971	0.186146785	0.330853776	0.518870096	0.653190483	0.760575459	0.818114472
apical_bud_growth_GO:0007118	6	5	2.571332308	0.2116	0.684392358	0.93249	0.502689663	0.506332648	0.264739024	0.315002784	0.176686362	0.081855304	0.262961928	0.193560545	0.867210343	0.911665109	0.942300871	0.957342207
apicolateral_plasma_membrane_GO:0016327	23	17	2.870440519	0.15105	1.954476744	0.41756	0.633985349	0.196121252	0.099767298	0.07234588	0.105956565	0.022443999	0.085325665	0.145573157	0.303137319	0.232086096	0.16633981	0.128565886
apolipoprotein_GO:0005320	34	27	2.327845815	0.27418	1.006134317	0.81826	0.4891854	0.561212345	0.136981467	0.164785314	0.154368276	0.237452028	0.177222385	0.095205885	0.032550628	0.306604272	0.23480047	0.187333223
apoptosis_inhibitor_GO:0008189	56	38	2.170834965	0.32379	1.690326448	0.51307	0.528332972	0.314755478	0.114438891	0.137848592	0.100249756	0.168972281	0.077954881	0.162239577	0.337904581	0.494463059	0.635985492	0.717500883
apoptosis_regulator_GO:0016329	108	71	1.935157209	0.40899	1.521109275	0.58732	0.508333405	0.363695975	0.085396339	0.100768829	0.121520949	0.136897962	0.152216415	0.225759499	0.131159898	0.267521423	0.428565381	0.537123309
apoptotic_mitochondrial_changes_GO:0008637	13	6	1.962615893	0.398	2.03366107	0.39534	0.577603538	0.287661365	0.287724492	0.32660975	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
apoptotic_program_GO:0008632	18	11	2.356323913	0.26577	1.329842762	0.66869	0.55286114	0.357796099	0.138763972	0.253265918	0.298814306	0.379580663	0.373477846	0.319382654	0.23260268	0.167701736	0.115514727	0.908516276
ARF_guanyl-nucleotide_exchange_factor_GO:0005086	5	5	2.320606432	0.27608	2.458267782	0.27098	0.618284887	0.351063932	0.219298011	0.140685123	0.176686362	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
ARF_small_monomeric_GTPase_GO:0003926	6	6	1.257047063	0.71987	1.44555203	0.62377	0.506674708	0.541450666	0.287724492	0.10893881	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
arginine_biosynthesis_GO:0006526	7	5	4.608182648	0.01856	4.108462542	0.05868	0.741671692	0.144932565	0.219298011	0.140685123	0.038355956	0.00981733	0.039773461	0.019003414	0.007216924	0.911665109	0.942300871	0.957342207
arginine_catabolism_GO:0006527	4	4	2.272591536	0.29058	1.0888717	0.78092	0.425832127	0.612607026	0.363346095	0.407966121	0.395968463	0.305396706	0.226278927	0.162449802	0.103177133	0.928688831	0.953570762	0.965727687
arginine_metabolism_GO:0006525	10	8	3.096964747	0.11717	3.791096495	0.07804	0.554431105	0.360201903	0.264348341	0.260293804	0.119173903	0.039150838	0.089518529	0.046100115	0.018564791	0.862431873	0.909276217	0.932614204
"aromatic_amino_acid_family_biosynthesis,_shikimate_pathway_GO:0016089"	15	12	3.87208137	0.04823	2.240142254	0.32916	0.675006036	0.150477641	0.040142204	0.167713924	0.036184216	0.005054441	0.006738703	0.014657988	0.039080619	0.018338898	0.124540681	0.900620903
aromatic_amino_acid_family_biosynthesis_GO:0009073	14	11	3.638909311	0.06369	2.240142254	0.32916	0.694146047	0.169645598	0.059473919	0.141506183	0.025682964	0.00330104	0.004830643	0.01153071	0.033501255	0.015564205	0.115514727	0.908516276
aromatic_amino_acid_family_catabolism_GO:0009074	12	8	2.070120975	0.35816	0.523524152	0.97062	0.361848456	0.640797682	0.061875309	0.291254532	0.274365883	0.163150536	0.338068995	0.268215766	0.796124424	0.862431873	0.909276217	0.932614204
aromatic_amino_acid_family_metabolism_GO:0009072	30	23	3.259214406	0.09766	1.827487848	0.46264	0.564255646	0.267910597	0.152712301	0.159418079	0.02637894	0.001544409	0.003506155	0.003166572	0.022061797	0.007430548	0.027360609	0.165178928
aromatic_compound_biosynthesis_GO:0019438	14	11	3.87208137	0.04823	2.240142254	0.32916	0.694146047	0.150477641	0.059473919	0.141506183	0.025682964	0.00330104	0.004830643	0.01153071	0.033501255	0.015564205	0.115514727	0.908516276
aromatic_compound_metabolism_GO:0006725	22	18	3.120258546	0.11393	2.039567161	0.39197	0.649855037	0.168594243	0.035664187	0.146720211	0.021060493	0.007197586	0.026945761	0.040828708	0.076452557	0.038096993	0.174060961	0.854649863
Arp2/3_protein_complex_GO:0005885	16	14	2.56489635	0.21293	2.125052305	0.35996	0.582502501	0.337496874	0.116562754	0.069223737	0.142326924	0.268577338	0.187937083	0.112445161	0.271857358	0.201978413	0.141914511	0.108648502
arylsulfatase_GO:0004065	5	5	0.457960245	0.98957	0.482641767	0.9771	0.1916536	0.882704036	0.015948497	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
aspartate_catabolism_GO:0006533	4	4	3.165826196	0.10851	2.999755995	0.16568	0.724614086	0.250679502	0.100271249	0.273412745	0.395968463	0.305396706	0.226278927	0.162449802	0.892282934	0.928688831	0.953570762	0.965727687
aspartate_family_amino_acid_catabolism_GO:0009068	4	4	3.165826196	0.10851	2.999755995	0.16568	0.724614086	0.250679502	0.100271249	0.273412745	0.395968463	0.305396706	0.226278927	0.162449802	0.892282934	0.928688831	0.953570762	0.965727687
aspartate_family_amino_acid_metabolism_GO:0009066	15	12	2.402885708	0.25316	1.422039232	0.6316	0.575859086	0.358906747	0.104088332	0.234679838	0.213371809	0.244379391	0.157685637	0.089743249	0.710288953	0.800873112	0.867019182	0.900620903
aspartate_metabolism_GO:0006531	4	4	3.165826196	0.10851	2.999755995	0.16568	0.724614086	0.250679502	0.100271249	0.273412745	0.395968463	0.305396706	0.226278927	0.162449802	0.892282934	0.928688831	0.953570762	0.965727687
aspartic-type_endopeptidase_GO:0004190	10	8	2.014228897	0.37827	1.646502308	0.53278	0.554446187	0.425053508	0.264348341	0.260293804	0.274365883	0.163150536	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
astacin_GO:0008533	14	11	2.393734205	0.25592	1.687000548	0.51509	0.59068415	0.333097104	0.138763972	0.141506183	0.084570704	0.082137243	0.373477846	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
ATP_biosynthesis_GO:0006754	24	20	2.794303447	0.16532	2.419517227	0.28235	0.625634364	0.166769178	0.044477902	0.036182481	0.147283786	0.104423692	0.253395095	0.17616347	0.327479635	0.258371562	0.18889488	0.839846561
ATP_dependent_DNA_helicase_GO:0004003	26	16	1.981209847	0.39134	2.156329596	0.35212	0.535024155	0.366535091	0.198058335	0.110330174	0.17470237	0.312961053	0.310667708	0.463423953	0.633672558	0.743681454	0.826706857	0.869710404
ATP_dependent_helicase_GO:0008026	94	76	1.983321417	0.39073	1.690326448	0.51307	0.548724228	0.263020011	0.081480115	0.037755096	0.011080322	0.147976571	0.118664298	0.096465535	0.113601355	0.243693446	0.403629112	0.514016445
ATP_dependent_RNA_helicase_GO:0004004	20	17	1.70581979	0.50568	1.594587046	0.55608	0.508664729	0.507870799	0.189494943	0.184812997	0.246813351	0.296819274	0.28875588	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
ATP_synthesis_coupled_proton_transport_GO:0015986	5	4	3.027253906	0.12705	1.65162659	0.52974	0.453780753	0.543856121	0.363346095	0.407966121	0.395968463	0.305396706	0.226278927	0.162449802	0.103177133	0.069357918	0.045613147	0.965727687
ATP-binding_and_phosphorylation-dependent_chloride_channel_GO:0005224	8	7	1.600117916	0.55247	0.967964181	0.83537	0.48496286	0.555796993	0.228008245	0.235337624	0.384158582	0.380302248	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
ATP-binding_cassette_(ABC)_transporter_GO:0004009	91	74	1.812922919	0.4587	1.220573003	0.7181	0.484395853	0.537533414	0.092322228	0.079969123	0.056979049	0.090767814	0.181643041	0.193789355	0.190872553	0.240707343	0.413426428	0.523139132
autophagy_GO:0006914	9	7	0.954623247	0.85939	1.191041914	0.73292	0.384330352	0.720904641	0.293566908	0.075271593	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
auxiliary_transport_protein_GO:0015457	24	18	3.023029188	0.12767	2.032145731	0.39534	0.557736705	0.331819432	0.160868491	0.090050042	0.021060493	0.082710359	0.026945761	0.007487591	0.001254099	0.038096993	0.807252109	0.854649863
axon_cargo_transport_GO:0008088	8	7	1.460390449	0.61834	1.596676112	0.55514	0.551695017	0.458938672	0.226674145	0.316051075	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
axon_guidance_GO:0007411	6	4	2.363201122	0.26404	1.2931946	0.68323	0.48290521	0.359414752	0.363346095	0.273412745	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
axon_guidance_receptor_GO:0008046	36	27	1.436454972	0.63019	2.10587498	0.36843	0.532927534	0.544802112	0.087742793	0.164785314	0.193787522	0.171166151	0.280924887	0.232715656	0.135934803	0.074130334	0.23480047	0.187333223
axonogenesis_GO:0007409	14	9	2.652228469	0.19403	0.815540539	0.8944	0.465548449	0.506759411	0.201982731	0.269888369	0.28980653	0.187290156	0.107013032	0.056503949	0.201432543	0.142351207	0.096764192	0.924512343
ba3-type_cytochrome_c_oxidase_GO:0009482	13	11	2.32477251	0.27498	1.40117769	0.64101	0.597377517	0.312917302	0.059473919	0.141506183	0.298814306	0.228097343	0.141332977	0.319382654	0.73084252	0.815840862	0.877397572	0.908516276
base-excision_repair_GO:0006284	13	8	2.825500537	0.15945	3.694969095	0.08634	0.629358711	0.257412239	0.264348341	0.145307994	0.032326206	0.039150838	0.338068995	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
basement_lamina_GO:0005605	8	8	1.126190527	0.78268	1.084858232	0.78328	0.402916868	0.707873279	0.256698389	0.291254532	0.207232651	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
basement_membrane_GO:0005604	32	25	1.900999586	0.42251	1.702969104	0.50875	0.518573328	0.479134421	0.150331056	0.101261527	0.206985001	0.254090813	0.277833524	0.218909761	0.355088878	0.629407391	0.742661915	0.803935468
basic_amino_acid_transporter_GO:0015174	6	5	2.414182688	0.24979	1.45248041	0.61916	0.561210952	0.405206775	0.3408378	0.315002784	0.176686362	0.340818231	0.262961928	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
B-cell_activation_GO:0042113	11	8	1.486866753	0.60551	1.312193607	0.67566	0.479111366	0.558431513	0.256698389	0.291254532	0.274365883	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
B-cell_differentiation_GO:0030183	6	4	2.235051848	0.30257	3.190653108	0.13981	0.64607453	0.314454493	0.311773529	0.273412745	0.129025391	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
B-cell_receptor_GO:0004892	35	20	0.705372658	0.94613	0.512318645	0.9723	0.233355486	0.963000453	1.56E-04	0.005494385	0.019488439	0.103062815	0.231852143	0.38226962	0.565288881	0.690548994	0.788250623	0.839846561
behavior_GO:0007610	69	56	1.280261425	0.70785	0.949406823	0.84416	0.396840326	0.904995808	0.007853685	0.002294923	0.001170069	0.038314603	0.147910259	0.253693587	0.328732719	0.372297833	0.345664793	0.612766591
benzodiazepine_receptor_GO:0008503	5	5	1.472103928	0.61217	0.798594682	0.89913	0.415076589	0.650912628	0.10276502	0.352456259	0.406617398	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
beta_DNA_polymerase_GO:0003890	11	10	2.240397569	0.30086	2.32271186	0.30678	0.675138788	0.206180054	0.02471047	0.111634926	0.172408133	0.386545575	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
beta-catenin_binding_GO:0008013	5	4	1.392708174	0.65231	1.684739792	0.51668	0.492010371	0.528136227	0.311773529	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
beta-tubulin_folding_GO:0007025	5	4	2.60036645	0.20512	3.622693749	0.09073	0.672696575	0.301272905	0.311773529	0.273412745	0.129025391	0.305396706	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
bile_acid_metabolism_GO:0008206	6	6	1.069202837	0.80924	0.524568103	0.97024	0.356936068	0.734021543	0.173576328	0.32660975	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
bile_acid_transport_GO:0015721	5	4	0.814808486	0.91291	0.635444924	0.94667	0.332127352	0.727789661	0.188107626	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
bile_acid_transporter_GO:0015125	4	4	0.882743682	0.88888	1.010942649	0.81634	0.368186204	0.69858855	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
binding_to_mRNA_cap_GO:0006441	7	6	3.029046828	0.12678	3.26064921	0.13018	0.643305187	0.269319476	0.287724492	0.194525902	0.063036818	0.109632399	0.055472249	0.221402821	0.842839337	0.894951432	0.931162832	0.949028537
bioactive_lipid_receptor_GO:0045125	9	8	1.943854982	0.40539	1.451521574	0.62065	0.555155043	0.435773771	0.264348341	0.260293804	0.360648127	0.388016702	0.338068995	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
biogenic_amine_metabolism_GO:0006576	27	19	2.324520304	0.27498	1.368570944	0.65338	0.531377374	0.393261131	0.059314221	0.193598645	0.192535624	0.264316076	0.359751492	0.375800267	0.320077252	0.250014072	0.18157809	0.141237136
biotin_binding_GO:0009374	5	4	7.839824117	1.80E-04	13.75696195	3.00E-05	0.695278582	0.232690664	0.311773529	0.273412745	0.129025391	0.05500358	0.025665489	0.011960251	0.004454242	0.001929448	8.10E-04	4.38E-04
