class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6
binding to mRNA cap(GO:0006441)	5	4	0.555092679	0.48229	0.623742495	0.5955	0.512508627	0.94461449	0.98718332	0.995408376	0.998620848
biogenic amine metabolism(GO:0006576)	23	20	0.718172936	0.33733	0.44901138	0.76633	0.521692786	0.751896778	0.937482564	0.977231016	0.993116922
blood coagulation factor(GO:0003801)	22	17	0.625477184	0.41264	0.598546037	0.62611	0.539609831	0.784788813	0.946613824	0.98061634	0.994147364
blood coagulation(GO:0007596)	75	60	0.638284242	0.40373	0.479998848	0.73561	0.48380991	0.424238415	0.82355939	0.933087444	0.979445665
blood pressure regulation(GO:0008217)	23	18	0.623209286	0.41264	0.375646731	0.83153	0.440271377	0.773669239	0.943560583	0.979486728	0.993803804
blood vessel development(GO:0001568)	20	16	0.718590921	0.33733	0.355635276	0.84964	0.455216252	0.183020985	0.049157148	0.981747125	0.994491003
brain development(GO:0007420)	25	22	0.681495844	0.36029	0.550495374	0.66075	0.550353116	0.730732192	0.931442308	0.974979981	0.992430357
branched chain family amino acid metabolism(GO:0009081)	5	5	1.231623192	0.10558	1.372923086	0.20905	0.695502128	0.931250379	0.984003986	0.994263439	0.998276259
brush border(GO:0005903)	7	4	0.557186217	0.48229	0.501382102	0.70846	0.507505176	0.94461449	0.98718332	0.995408376	0.998620848
bud growth(GO:0007117)	12	4	1.093110941	0.1448	1.079322154	0.31482	0.763888889	0.94461449	0.98718332	0.995408376	0.998620848
budding(GO:0007114)	12	4	1.093110941	0.1448	1.079322154	0.31482	0.763888889	0.94461449	0.98718332	0.995408376	0.998620848
C21-steroid hormone biosynthesis(GO:0006700)	17	12	0.498598529	0.55061	0.393524584	0.81458	0.411226879	0.842809444	0.962023493	0.986282008	0.99586635
C21-steroid metabolism(GO:0008207)	17	12	0.498598529	0.55061	0.393524584	0.81458	0.411226879	0.842809444	0.962023493	0.986282008	0.99586635
caa3-type cytochrome c oxidase(GO:0009483)	17	12	0.62087649	0.41264	0.527748327	0.68753	0.509920178	0.842809444	0.962023493	0.986282008	0.99586635
C-acyltransferase(GO:0016408)	8	6	0.860932174	0.2417	0.580409344	0.63408	0.587475073	0.918073823	0.980834526	0.993119687	0.997931748
Cajal body(GO:0015030)	5	5	1.054279648	0.15838	0.622113013	0.5955	0.685102956	0.931250379	0.984003986	0.994263439	0.998276259
calcineurin complex(GO:0005955)	4	4	0.519655393	0.52683	0.640333337	0.57875	0.476075454	0.94461449	0.98718332	0.995408376	0.998620848
calcium channel(GO:0005262)	43	33	0.729869745	0.33041	0.553476036	0.66075	0.52921366	0.624463173	0.898885869	0.962682493	0.988659902
calcium ion homeostasis(GO:0006874)	18	11	0.532452117	0.50472	0.467068628	0.74743	0.470870789	0.85491425	0.965134321	0.98741867	0.996210385
calcium ion storage(GO:0005514)	7	5	1.705750723	0.03859	0.31522957	0.88553	0.517910963	0.066820556	0.015896672	0.005724686	0.998276259
calcium ion transport(GO:0006816)	40	30	0.702292388	0.34467	0.56866823	0.65095	0.544327796	0.651822732	0.907654407	0.966022432	0.989687259
calcium ion transporter(GO:0015085)	12	6	0.418928316	0.65065	0.472203458	0.73561	0.412870072	0.918073823	0.980834526	0.993119687	0.997931748
calcium/calmodulin-dependent protein kinase complex(GO:0005954)	10	8	1.169433495	0.12356	1.51022146	0.17104	0.65796893	0.892272972	0.974525114	0.990835735	0.997242965
calcium/calmodulin-dependent protein kinase(GO:0004685)	6	5	0.878687464	0.23621	0.424455395	0.78572	0.542827562	0.931250379	0.984003986	0.994263439	0.998276259
calcium/calmodulin-responsive adenylate cyclase(GO:0008294)	6	6	0.864999494	0.2417	1.110590158	0.29669	0.60237383	0.918073823	0.980834526	0.993119687	0.997931748
calcium-activated potassium channel(GO:0015269)	4	4	0.171986531	0.94211	0.271889816	0.91678	0.18179204	0.94461449	0.98718332	0.995408376	0.998620848
calcium-dependent cell adhesion molecule(GO:0008014)	36	28	0.843989755	0.25256	0.680171759	0.54359	0.559985171	0.270233782	0.91354586	0.968254847	0.990372559
calcium-dependent cytosolic phospholipase A2(GO:0004627)	10	8	0.895539008	0.22568	0.437789243	0.77592	0.435572497	0.102473927	0.974525114	0.990835735	0.997242965
calcium-dependent phospholipid binding(GO:0005544)	16	15	0.559763493	0.48229	0.313708801	0.88553	0.471879919	0.807505697	0.952748913	0.982879083	0.994834721
calcium-dependent secreted phospholipase A2(GO:0004625)	10	8	0.895539008	0.22568	0.437789243	0.77592	0.435572497	0.102473927	0.974525114	0.990835735	0.997242965
calcium-independent cytosolic phospholipase A2(GO:0004628)	10	8	0.895539008	0.22568	0.437789243	0.77592	0.435572497	0.102473927	0.974525114	0.990835735	0.997242965
calcium-release channel(GO:0015278)	9	5	0.785674232	0.28855	0.485508032	0.72676	0.416496031	0.931250379	0.984003986	0.994263439	0.998276259
calcium-transporting ATPase(GO:0005388)	8	4	0.530534037	0.50472	0.638932605	0.58591	0.525764895	0.94461449	0.98718332	0.995408376	0.998620848
calmodulin binding(GO:0005516)	76	61	0.822546218	0.26413	0.503223904	0.70846	0.521107245	0.418197512	0.820889829	0.932007232	0.979105501
calmodulin regulated protein kinase(GO:0004683)	16	14	0.839209688	0.25852	0.700135476	0.52817	0.587426795	0.81910752	0.955830818	0.984012215	0.995178518
calpain(GO:0004198)	16	9	0.666327862	0.37734	0.50594007	0.70846	0.528318052	0.879643561	0.971385102	0.989695533	0.996898693
cAMP biosynthesis(GO:0006171)	7	7	0.801315054	0.27595	0.419208411	0.7954	0.582277233	0.905082213	0.977674912	0.991977119	0.997587317
cAMP-dependent protein kinase complex(GO:0005952)	8	7	1.146837453	0.12937	0.938057708	0.38474	0.732169568	0.905082213	0.977674912	0.991977119	0.997587317
cAMP-dependent protein kinase(GO:0004691)	40	33	0.75440352	0.30872	0.580936876	0.63408	0.538547623	0.624463173	0.898885869	0.962682493	0.988659902
"cAMP-dependent protein kinase, regulator(GO:0008603)"	8	7	0.995963334	0.18098	0.660300178	0.56241	0.681772605	0.905082213	0.977674912	0.991977119	0.997587317
cAMP-mediated signaling(GO:0019933)	44	38	0.673907771	0.36856	0.419983318	0.7954	0.460474657	0.318263746	0.884452859	0.957139017	0.986949221
carbohydrate binding(GO:0030246)	97	77	0.653967836	0.3857	0.312979648	0.88553	0.423411874	0.202012525	0.195503819	0.91487621	0.973673583
carbohydrate biosynthesis(GO:0016051)	54	38	0.937181147	0.20637	0.497069636	0.71782	0.558885377	0.084122412	0.884452859	0.957139017	0.986949221
carbohydrate catabolism(GO:0016052)	140	100	0.762000389	0.30207	0.53129386	0.67962	0.544494068	0.346428833	0.23620637	0.890746702	0.965900453
carbohydrate kinase(GO:0019200)	25	20	0.799361887	0.28231	0.486038343	0.72676	0.598997465	0.751896778	0.937482564	0.977231016	0.993116922
carbohydrate phosphatase(GO:0019203)	8	7	1.004974249	0.17682	0.385272529	0.82296	0.623436396	0.905082213	0.977674912	0.991977119	0.997587317
carbohydrate transport(GO:0008643)	28	21	0.605938291	0.43212	0.370807602	0.83153	0.455078286	0.741239564	0.93445773	0.976104915	0.9927736
carbohydrate transporter(GO:0015144)	35	28	0.698327631	0.35255	0.57892281	0.6429	0.486760587	0.670719619	0.91354586	0.968254847	0.990372559
carbonate dehydratase(GO:0004089)	14	10	1.061998728	0.15507	0.517147442	0.69716	0.579281768	0.12452084	0.968254847	0.988556511	0.996554499
carbon-carbon lyase(GO:0016830)	43	29	0.739585406	0.32322	0.452558833	0.75799	0.517078293	0.66120422	0.910595539	0.96713806	0.99002987
carbon-nitrogen lyase(GO:0016840)	5	4	0.549443639	0.49338	0.329852524	0.8775	0.427708765	0.94461449	0.98718332	0.995408376	0.998620848
carbon-oxygen lyase(GO:0016835)	44	35	0.896083205	0.22568	0.517147442	0.69716	0.539113801	0.074268	0.101345983	0.038844647	0.987975393
carbon-sulfur lyase(GO:0016846)	6	4	0.41453514	0.65065	0.496526645	0.71782	0.447981366	0.94461449	0.98718332	0.995408376	0.998620848
carboxylesterase(GO:0004091)	8	7	1.374475354	0.07801	0.808015528	0.46015	0.694380065	0.090941275	0.977674912	0.991977119	0.997587317
carboxylic ester hydrolase(GO:0016789)	50	35	0.879250459	0.23621	0.477795803	0.73561	0.517230916	0.01157096	0.893085618	0.960461645	0.987975393
carboxy-lyase(GO:0016831)	24	16	0.747187573	0.3159	0.397237021	0.81458	0.512547512	0.796066886	0.949676591	0.981747125	0.994491003
carboxypeptidase A(GO:0004182)	16	11	1.35847936	0.08131	0.626447095	0.5955	0.622361522	0.009617114	0.034325793	0.98741867	0.996210385
carboxypeptidase(GO:0004180)	26	17	0.818772721	0.26998	0.469120567	0.74743	0.523292925	0.191727235	0.052067042	0.98061634	0.994147364
cartilage condensation(GO:0001502)	10	7	1.19411425	0.11539	0.337101517	0.8687	0.537403225	0.090941275	0.977674912	0.991977119	0.997587317
casein kinase I(GO:0004681)	8	5	0.717371523	0.33733	0.556106468	0.66075	0.54747498	0.931250379	0.984003986	0.994263439	0.998276259
casein kinase II complex(GO:0005956)	71	56	0.749720723	0.3159	0.527092963	0.68753	0.529529788	0.363220595	0.151853308	0.937419571	0.980807109
casein kinase II(GO:0004682)	42	32	0.674123822	0.36856	0.518692726	0.69716	0.505185495	0.633454039	0.901799599	0.963794649	0.989002276
casein kinase(GO:0004680)	48	36	0.687164878	0.36029	0.527092963	0.68753	0.51600862	0.598243055	0.890199043	0.959352951	0.987633257
caspase activation(GO:0006919)	7	7	0.494877374	0.55061	0.45957917	0.75799	0.490260861	0.905082213	0.977674912	0.991977119	0.997587317
caspase complex(GO:0008303)	20	14	1.021169657	0.16955	0.612543504	0.60711	0.580410607	0.81910752	0.955830818	0.984012215	0.995178518
caspase(GO:0004199)	15	11	1.032524552	0.16566	0.537075178	0.67962	0.576409891	0.85491425	0.965134321	0.98741867	0.996210385
catecholamine metabolism(GO:0006584)	10	8	1.076161191	0.15167	1.126855012	0.2924	0.645857307	0.892272972	0.974525114	0.990835735	0.997242965
cation homeostasis(GO:0030003)	46	33	0.775035104	0.29527	0.569476685	0.65095	0.546251902	0.624463173	0.898885869	0.962682493	0.988659902
cation:chloride cotransporter(GO:0015377)	8	7	0.995449719	0.18098	0.902031426	0.40407	0.590939724	0.090941275	0.977674912	0.991977119	0.997587317
cation-transporting ATPase(GO:0019829)	18	12	1.014258793	0.17304	0.824612869	0.44789	0.624088572	0.145257676	0.962023493	0.986282008	0.99586635
caveolae(GO:0005901)	8	6	0.717670243	0.33733	0.813764321	0.45388	0.549777573	0.918073823	0.980834526	0.993119687	0.997931748
cbb3-type cytochrome c oxidase(GO:0009485)	17	12	0.62087649	0.41264	0.527748327	0.68753	0.509920178	0.842809444	0.962023493	0.986282008	0.99586635
C-C chemokine binding(GO:0019957)	12	11	0.464447968	0.5868	0.315916218	0.88553	0.402733447	0.85491425	0.965134321	0.98741867	0.996210385
C-C chemokine receptor(GO:0016493)	12	11	0.464447968	0.5868	0.315916218	0.88553	0.402733447	0.85491425	0.965134321	0.98741867	0.996210385
cell activation(GO:0045321)	13	9	0.553186408	0.48229	0.314932164	0.88553	0.426887124	0.879643561	0.971385102	0.989695533	0.996898693
cell adhesion inhibition(GO:0007162)	10	8	0.557538383	0.48229	0.37949646	0.83153	0.41216916	0.892272972	0.974525114	0.990835735	0.997242965
cell adhesion receptor(GO:0004895)	48	32	0.588440648	0.4515	0.333529804	0.8687	0.433511712	0.633454039	0.901799599	0.963794649	0.989002276
cell adhesion regulation(GO:0030155)	11	9	0.530582136	0.50472	0.32630144	0.8775	0.404636769	0.879643561	0.971385102	0.989695533	0.996898693
cell cortex(GO:0005938)	19	16	0.773783274	0.29527	0.45010453	0.75799	0.473393227	0.796066886	0.949676591	0.981747125	0.994491003
cell cycle arrest(GO:0007050)	52	40	0.80514306	0.27595	0.50076325	0.70846	0.515318203	0.325641213	0.878742451	0.954929683	0.986265502
cell cycle checkpoint(GO:0000075)	31	23	0.691260092	0.35255	0.382600166	0.82296	0.489567723	0.238271251	0.92843627	0.973856214	0.992087193
cell cycle dependent actin filament reorganization(GO:0030037)	12	4	1.093110941	0.1448	1.079322154	0.31482	0.763888889	0.94461449	0.98718332	0.995408376	0.998620848
cell cycle regulator(GO:0003750)	52	39	0.871135468	0.23621	0.561702159	0.65095	0.549936186	0.322037494	0.881593197	0.956033776	0.986607322
cell differentiation(GO:0030154)	104	75	0.777763373	0.29527	0.406582114	0.80514	0.503708686	0.371194725	0.784380904	0.917001975	0.974351471
cell growth(GO:0016049)	65	51	0.963313137	0.1932	0.621596203	0.5955	0.591165019	0.029446495	0.847965153	0.942860181	0.982510688
cell junction(GO:0030054)	85	63	0.722698228	0.33041	0.546733656	0.67003	0.52980763	0.406370497	0.815575719	0.929850183	0.978425409
cell migration(GO:0016477)	28	18	0.979854565	0.18908	1.00037916	0.35138	0.635816692	0.773669239	0.943560583	0.979486728	0.993803804
cell recognition(GO:0008037)	31	19	0.721732582	0.33041	0.504535036	0.70846	0.525903421	0.762705954	0.940516839	0.978358287	0.993460324
cell shape control(GO:0008360)	34	25	0.954615768	0.1974	0.705484762	0.52817	0.64659518	0.700088376	0.922452234	0.971612177	0.991401102
cell wall organization and biogenesis(GO:0007047)	14	6	0.862696461	0.2417	0.699919269	0.53537	0.655986348	0.918073823	0.980834526	0.993119687	0.997931748
cell wall(GO:0005618)	36	27	0.852881649	0.2472	0.637076669	0.58591	0.583468949	0.680370826	0.916505398	0.969372795	0.990715328
cell-cell adherens junction(GO:0005913)	15	8	0.836858825	0.25852	0.579056242	0.6429	0.556990794	0.892272972	0.974525114	0.990835735	0.997242965
cell-cell adhesion(GO:0016337)	71	52	0.779330214	0.29527	0.575505482	0.6429	0.530970302	0.130281539	0.845219342	0.941769791	0.982169814
cell-matrix adhesion(GO:0007160)	60	41	0.762541915	0.30207	0.555938661	0.66075	0.549858144	0.556947953	0.875900595	0.953826739	0.98592376
cell-matrix junction(GO:0030055)	13	9	0.472836301	0.57447	0.442424231	0.76633	0.437628675	0.879643561	0.971385102	0.989695533	0.996898693
cell-substrate adherens junction(GO:0005924)	13	9	0.472836301	0.57447	0.442424231	0.76633	0.437628675	0.879643561	0.971385102	0.989695533	0.996898693
cellular defense response (sensu Vertebrata)(GO:0016066)	10	8	0.35975025	0.73032	0.314932164	0.88553	0.346777906	0.892272972	0.974525114	0.990835735	0.997242965
cellular defense response(GO:0006968)	56	47	0.576680778	0.46239	0.328633111	0.8775	0.413738911	0.346433549	0.859034661	0.947233112	0.98387497
central nervous system development(GO:0007417)	78	66	0.691062919	0.35255	0.550495374	0.66075	0.503443845	0.371319105	0.173453582	0.926623033	0.977405862
centriole(GO:0005814)	20	15	0.740733029	0.3159	0.491617899	0.71782	0.51235748	0.807505697	0.952748913	0.982879083	0.994834721
centromere(GO:0005698)	10	7	0.558234735	0.48229	0.360066497	0.84094	0.488074691	0.905082213	0.977674912	0.991977119	0.997587317
centrosome(GO:0005813)	66	45	0.655520601	0.3857	0.418391634	0.7954	0.483958036	0.525958111	0.864621539	0.949426415	0.984557584
ceramide metabolism(GO:0006672)	5	4	1.003718159	0.17682	0.799406654	0.46585	0.604871176	0.94461449	0.98718332	0.995408376	0.998620848
cGMP-specific phosphodiesterase(GO:0004116)	7	6	0.501084639	0.53843	0.486598596	0.72676	0.488092499	0.918073823	0.980834526	0.993119687	0.997931748
channel regulator(GO:0016247)	17	11	0.308598271	0.7973	0.183681794	0.96781	0.298240841	0.85491425	0.965134321	0.98741867	0.996210385
chemokine binding(GO:0019956)	13	12	0.690191258	0.35255	0.419684033	0.7954	0.451607951	0.145257676	0.962023493	0.986282008	0.99586635
chemokine receptor(GO:0004950)	13	12	0.690191258	0.35255	0.419684033	0.7954	0.451607951	0.145257676	0.962023493	0.986282008	0.99586635
chemokine(GO:0008009)	30	23	0.723852991	0.33041	0.469560801	0.74743	0.513875454	0.720372573	0.92843627	0.973856214	0.992087193
chemosensory perception(GO:0007606)	18	12	0.708674217	0.34467	0.616109177	0.60711	0.576991711	0.842809444	0.962023493	0.986282008	0.99586635
chemotaxis(GO:0006935)	74	57	0.597665018	0.4412	0.381109248	0.82296	0.437934612	0.36448749	0.831618395	0.936334845	0.98046663
chitin metabolism(GO:0006030)	16	8	1.254715019	0.10122	0.45163507	0.75799	0.441815305	0.892272972	0.974525114	0.990835735	0.997242965
chloride channel(GO:0005254)	48	37	0.494252854	0.55061	0.261722976	0.9248	0.381879628	0.589748032	0.887321466	0.958245409	0.987291199
chloride transport(GO:0006821)	38	31	0.593271122	0.4412	0.404310643	0.80514	0.427673377	0.286732819	0.904722436	0.964907962	0.989344728
chloroplast stroma(GO:0009570)	14	12	0.598039695	0.4412	0.618920916	0.60711	0.502590375	0.842809444	0.962023493	0.986282008	0.99586635
chloroplast(GO:0009507)	39	32	0.779878309	0.29527	0.594549476	0.62611	0.556084843	0.291815906	0.093530784	0.963794649	0.989002276
cholesterol binding(GO:0015485)	10	7	0.519050776	0.52683	0.269003859	0.9248	0.393592715	0.905082213	0.977674912	0.991977119	0.997587317
cholesterol biosynthesis(GO:0006695)	23	13	0.553243094	0.48229	0.471619432	0.73561	0.498870732	0.830874657	0.958922335	0.985146523	0.995522395
cholesterol metabolism(GO:0008203)	55	36	0.513576773	0.52683	0.395609767	0.81458	0.444059622	0.598243055	0.890199043	0.959352951	0.987633257
cholinesterase(GO:0004104)	5	4	1.101114832	0.14175	0.663264167	0.56241	0.634546814	0.94461449	0.98718332	0.995408376	0.998620848
chromatin assembly complex(GO:0005678)	18	13	0.420853292	0.63742	0.34248723	0.8605	0.370594748	0.830874657	0.958922335	0.985146523	0.995522395
chromatin assembly/disassembly(GO:0006333)	49	38	0.638862806	0.40373	0.391486803	0.81458	0.471952109	0.318263746	0.884452859	0.957139017	0.986949221
chromatin binding(GO:0003682)	28	22	0.622923845	0.41264	0.412209366	0.7954	0.510913073	0.730732192	0.931442308	0.974979981	0.992430357
chromatin modeling(GO:0006338)	25	20	0.752261453	0.30872	0.656274418	0.57017	0.602569717	0.751896778	0.937482564	0.977231016	0.993116922
chromatin modification(GO:0016568)	34	26	0.67454923	0.36856	0.541263974	0.67003	0.548156756	0.690159762	0.91947418	0.970491905	0.991058175
chromatin remodeling complex(GO:0016585)	34	24	0.574702002	0.46239	0.401255441	0.80514	0.462080163	0.710158645	0.925439588	0.972733613	0.991744108
chromatin silencing(GO:0006342)	6	6	0.849660899	0.25256	1.080408383	0.30787	0.646686608	0.918073823	0.980834526	0.993119687	0.997931748
chromatin(GO:0005717)	109	87	0.723995707	0.33041	0.563203078	0.65095	0.541093522	0.362870446	0.75433822	0.904313765	0.970288857
chromosome condensation(GO:0030261)	7	7	0.621667412	0.41264	0.548597386	0.67003	0.595640811	0.905082213	0.977674912	0.991977119	0.997587317
chromosome organization and biogenesis (sensu Eukarya)(GO:0007001)	124	96	0.619369718	0.42269	0.424975046	0.78572	0.492271662	0.352130763	0.732537556	0.894901539	0.967249319
chromosome segregation(GO:0007059)	15	14	0.625086013	0.41264	0.465797418	0.74743	0.518548069	0.81910752	0.955830818	0.984012215	0.995178518
chymotrypsin(GO:0004263)	73	57	0.675583864	0.36856	0.467966434	0.74743	0.503657593	0.36448749	0.831618395	0.936334845	0.98046663
cilium(GO:0005929)	11	6	0.692923797	0.35255	0.558584536	0.66075	0.563794294	0.918073823	0.980834526	0.993119687	0.997931748
circadian rhythm(GO:0007623)	15	11	1.471630323	0.06239	0.634067652	0.58591	0.591081763	0.135049501	0.034325793	0.012516254	0.003785255
circulation(GO:0008015)	95	66	0.757568458	0.30872	0.472403736	0.73561	0.501757028	0.371319105	0.173453582	0.926623033	0.977405862
cis-trans isomerase(GO:0016859)	25	19	1.003156671	0.17682	0.639853606	0.58591	0.656102753	0.208302421	0.940516839	0.978358287	0.993460324
class II major histocompatibility complex antigen(GO:0003821)	8	6	1.187404317	0.11798	0.540362913	0.67003	0.497948305	0.079059333	0.980834526	0.993119687	0.997931748
clathrin adaptor complex(GO:0030131)	5	5	0.447160426	0.61154	0.418822045	0.7954	0.465593006	0.931250379	0.984003986	0.994263439	0.998276259
