class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	aroc rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
antiport_GO:0015982	5	4	0.544665217	0.52	0.787013815	0.2897	0.52163932	0.468299706	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
antiporter_GO:0015297	10	9	0.66114312	0.3686	0.580341589	0.5076	0.5816511	0.356864836	0.335902579	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
antiviral_response_protein_GO:0003800	10	8	0.473298824	0.6295	0.529633617	0.5744	0.48049405	0.545019494	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
apical_bud_growth_GO:0007118	11	4	0.40515933	0.7347	0.549150687	0.5468	0.435044408	0.582136472	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
apicolateral_plasma_membrane_GO:0016327	54	46	0.585194997	0.4619	0.36897246	0.7612	0.464168802	0.665243803	0.077392237	0.266945294	0.257266252	0.894726172	0.965863412	0.986206028	0.986206028	0.993079585	0.993079585	0.993079585
apolipoprotein_GO:0005320	12	11	0.719467765	0.3089	0.640240384	0.4343	0.579757795	0.353216276	0.192163691	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
apoptosis_activator_GO:0016506	11	8	0.731867733	0.2979	0.527331296	0.5774	0.52253728	0.409679125	0.116745444	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
apoptosis_inhibitor_GO:0008189	42	34	0.711859679	0.3153	0.527331296	0.5774	0.538111207	0.274120975	0.177358496	0.223025752	0.761194022	0.921138913	0.974677316	0.989795219	0.989795219	0.99488491	0.99488491	0.99488491
apoptosis_regulator_GO:0016329	79	59	0.702555477	0.3232	0.527331296	0.5774	0.536054254	0.245003155	0.086520688	0.09906576	0.622255456	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
apoptotic_mitochondrial_changes_GO:0008637	6	6	0.913181853	0.1505	0.758453519	0.3121	0.687747829	0.243915198	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
apoptotic_program_GO:0008632	23	20	0.608774479	0.4305	0.527331296	0.5774	0.488743021	0.552710554	0.21073317	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
ARF_guanyl-nucleotide_exchange_factor_GO:0005086	6	6	0.902821825	0.1569	0.964850542	0.1793	0.671359735	0.26232466	0.215134072	0.177926571	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
ARF_small_monomeric_GTPase_GO:0003926	8	7	0.275805321	0.9025	0.084067518	0.9935	0.289500861	0.81184496	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
arginase_GO:0004053	5	5	0.422979272	0.7073	0.32027238	0.8224	0.479825354	0.554259988	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
arginine_metabolism_GO:0006525	6	5	0.894185088	0.1623	0.311829435	0.835	0.503643481	0.508413851	0.406058683	0.153710562	0.038634165	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
aromatic_amino_acid_family_catabolism_GO:0009074	6	6	0.314995544	0.857	0.104571929	0.9881	0.261933444	0.834368558	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
aromatic_amino_acid_family_metabolism_GO:0009072	11	10	0.428892751	0.6978	0.2499238	0.9001	0.367997589	0.742675574	0.307272537	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
aromatic_compound_metabolism_GO:0006725	9	6	0.777642252	0.2543	0.968026311	0.1773	0.62718968	0.287609212	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
Arp2/3_protein_complex_GO:0005885	13	11	0.678128968	0.3489	0.540230684	0.5584	0.540577566	0.424811579	0.192163691	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
aspartate_family_amino_acid_metabolism_GO:0009066	9	7	0.579382518	0.4703	0.608553221	0.4699	0.538876936	0.426513286	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
aspartic-type_endopeptidase_GO:0004190	9	6	0.434739965	0.6903	0.580126001	0.5076	0.415926316	0.578772383	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
astacin_GO:0008533	8	6	0.795795807	0.2396	1.041215272	0.1404	0.628394318	0.294175591	0.061459386	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
ATP/ADP_antiporter_GO:0005471	20	14	0.956838391	0.1249	1.431267266	0.0469	0.433805001	0.264825353	0.19757089	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
ATP/ADP_exchange_GO:0006854	12	11	0.956838391	0.1249	1.431267266	0.0469	0.431722286	0.264825353	0.298684462	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
ATP_biosynthesis_GO:0006754	70	57	0.446503231	0.6729	0.355347224	0.7766	0.487439768	0.657492744	0.114668875	0.276667382	0.632387252	0.871139791	0.957840123	0.982921662	0.982921662	0.991424703	0.991424703	0.991424703
ATP_dependent_DNA_helicase_GO:0004003	19	15	0.467528138	0.6404	0.203245326	0.94	0.519109369	0.649841197	0.262042802	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
ATP_dependent_helicase_GO:0008026	7	4	0.582428545	0.4655	0.437741103	0.6781	0.639507753	0.541765006	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ATP_dependent_RNA_helicase_GO:0004004	7	4	0.612007436	0.4253	0.493697956	0.6185	0.639507753	0.454619396	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ATP_transport_GO:0015867	7	4	0.956838391	0.1249	1.431267266	0.0469	0.639507753	0.264825353	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ATP-binding_cassette_(ABC)_transporter_GO:0004009	66	59	0.651989015	0.3808	0.504233716	0.6047	0.544299857	0.278388558	0.11176843	0.275911374	0.622255456	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
autophagy_GO:0006914	8	7	0.629585903	0.4071	0.534349515	0.5657	0.654023236	0.28735657	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
auxiliary_transport_protein_GO:0015457	17	12	0.741915998	0.2878	0.458458197	0.655	0.504760111	0.417409046	0.211005539	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
axon_cargo_transport_GO:0008088	6	5	1.039454031	0.091	1.169165285	0.0975	0.683408612	0.213613483	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
axon_guidance_GO:0007411	4	4	0.718309867	0.3089	0.517469416	0.5899	0.62411561	0.242793879	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
axon_guidance_receptor_GO:0008046	23	15	0.763581394	0.2656	1.018208565	0.152	0.596411339	0.355302772	0.073850521	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
axoneme_GO:0005930	5	4	0.183623939	0.971	0.154059006	0.968	0.209355713	0.810860542	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
axonogenesis_GO:0007409	27	19	0.671054478	0.3577	0.483028568	0.6291	0.571419496	0.284904083	0.065760413	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
ba3-type_cytochrome_c_oxidase_GO:0009482	10	9	0.766112192	0.2629	0.55912239	0.5347	0.617036591	0.30022878	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
base-excision_repair_GO:0006284	7	7	0.59319809	0.4502	0.730860803	0.3423	0.547999139	0.43610287	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
basement_lamina_GO:0005605	19	15	0.396527827	0.745	0.281481704	0.8698	0.391103739	0.731079481	0.054016018	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
basement_membrane_GO:0005604	29	23	0.45074265	0.6664	0.354632071	0.7766	0.444149076	0.657918193	0.056254815	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
B-cell_receptor_GO:0004892	13	9	0.622643363	0.4137	0.431416265	0.6848	0.405761441	0.652631367	0.335902579	0.239543964	0.067388704	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
behavior_GO:0007610	58	45	0.653709348	0.3785	0.38270752	0.7458	0.490834427	0.521657949	0.04329548	0.264721721	0.696666037	0.896899816	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
benzodiazepine_receptor_GO:0008503	4	4	0.32283823	0.8477	0.263515851	0.887	0.355524612	0.693025535	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
beta_DNA_polymerase_GO:0003890	10	9	0.429694506	0.6978	0.243097768	0.907	0.391148606	0.656781172	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
bile_acid_metabolism_GO:0008206	5	4	0.402239989	0.7376	0.236017645	0.9145	0.349390336	0.676936822	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
binding_of_sperm_to_zona_pellucida_GO:0007339	5	4	0.367357274	0.7895	0.422715056	0.6958	0.370502785	0.631301996	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
biogenic_amine_metabolism_GO:0006576	15	15	0.484537047	0.6124	0.269775077	0.8819	0.411861681	0.734520827	0.262042802	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
blood_coagulation_factor_GO:0003801	9	8	0.588471414	0.4561	0.506611665	0.6031	0.50131797	0.518487919	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
blood_coagulation_GO:0007596	33	32	0.772856698	0.2575	0.576606655	0.5143	0.600973167	0.205306164	0.093934491	0.3712339	0.773540656	0.925611472	0.976152535	0.990394052	0.990394052	0.995185798	0.995185798	0.995185798
blood_pressure_regulation_GO:0008217	9	8	1.366014342	0.0235	1.01922444	0.152	0.669302606	0.225888809	0.116745444	0.02834659	0.06037395	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
blood_vessel_development_GO:0001568	10	9	0.527270161	0.5468	0.242270027	0.907	0.476683071	0.548466198	0.335902579	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
brain_development_GO:0007420	18	17	0.696210605	0.3293	0.444857165	0.6687	0.557013575	0.377543962	0.103254238	0.099665255	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
branched_chain_family_amino_acid_metabolism_GO:0009081	4	4	0.615628596	0.4235	0.81146523	0.2727	0.526042451	0.477585318	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
bud_growth_GO:0007117	11	4	0.40515933	0.7347	0.549150687	0.5468	0.435044408	0.582136472	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
budding_GO:0007114	11	4	0.40515933	0.7347	0.549150687	0.5468	0.435044408	0.582136472	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
C21-steroid_hormone_biosynthesis_GO:0006700	8	6	0.442336122	0.6791	0.54910685	0.5468	0.381744717	0.587986782	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
C21-steroid_metabolism_GO:0008207	8	6	0.442336122	0.6791	0.54910685	0.5468	0.381744717	0.587986782	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
caa3-type_cytochrome_c_oxidase_GO:0009483	10	9	0.766112192	0.2629	0.55912239	0.5347	0.617036591	0.30022878	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
C-acyltransferase_GO:0016408	8	6	0.392699873	0.7506	0.453309307	0.6602	0.430381971	0.630718383	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
Cajal_body_GO:0015030	5	5	0.923079155	0.1438	0.718534827	0.3538	0.630532972	0.325782189	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
calcineurin_complex_GO:0005955	4	4	0.805947016	0.2318	0.800436788	0.2775	0.666265242	0.308632927	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium/calmodulin-dependent_protein_kinase_complex_GO:0005954	30	26	0.36640602	0.7895	0.25001647	0.8973	0.486586967	0.666100958	0.202624203	0.389958894	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
calcium/calmodulin-dependent_protein_kinase_GO:0004685	11	7	0.515779935	0.5669	0.607646108	0.4723	0.422568847	0.446643446	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
calcium/calmodulin-responsive_adenylate_cyclase_GO:0008294	6	4	0.478827065	0.6212	0.498242592	0.6102	0.494731296	0.596956764	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium_channel_GO:0005262	28	24	0.542971659	0.5238	0.509269192	0.6008	0.518873622	0.539368678	0.182306958	0.371787915	0.824922313	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
calcium_ion_homeostasis_GO:0006874	6	5	0.531414761	0.5414	0.441017128	0.6743	0.504667269	0.592822077	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
calcium_ion_storage_GO:0005514	9	7	0.511530099	0.5739	0.580110309	0.5076	0.400365749	0.485101979	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
calcium_ion_transport_GO:0006816	5	4	0.68222218	0.3453	0.561109722	0.5315	0.535639019	0.413360675	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium_ion_transporter_GO:0015085	6	6	0.598251276	0.443	0.504233716	0.6047	0.451764293	0.45787336	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-activated_potassium_channel_GO:0015269	4	4	0.565821004	0.4889	0.67409455	0.3937	0.481860605	0.536484859	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium-dependent_cell_adhesion_molecule_GO:0008014	22	19	0.754212203	0.2739	0.590007132	0.493	0.5290236	0.43513055	0.026120441	0.116624137	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
calcium-dependent_cytosolic_phospholipase_A2_GO:0004627	7	6	0.530317016	0.5414	0.394597976	0.7282	0.544421021	0.432477177	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-dependent_phospholipid_binding_GO:0005544	12	12	1.233289681	0.042	1.425968732	0.0482	0.668425019	0.179488898	0.008691436	0.057881296	0.087756184	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
calcium-dependent_secreted_phospholipase_A2_GO:0004625	7	6	0.530317016	0.5414	0.394597976	0.7282	0.544421021	0.432477177	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-independent_cytosolic_phospholipase_A2_GO:0004628	7	6	0.530317016	0.5414	0.394597976	0.7282	0.544421021	0.432477177	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-release_channel_GO:0015278	6	4	0.418639582	0.7139	0.676499958	0.3914	0.39710974	0.614807208	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium-transporting_ATPase_GO:0005388	5	4	0.665725306	0.3636	1.035363296	0.1427	0.525063977	0.422375008	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calmodulin_binding_GO:0005516	60	52	0.636037126	0.3961	0.491295252	0.6198	0.515025952	0.430851198	0.031351654	0.27538473	0.658430204	0.881787669	0.961480436	0.984413876	0.984413876	0.992176922	0.992176922	0.992176922
calmodulin_regulated_protein_kinase_GO:0004683	14	12	0.579423532	0.4703	0.607646108	0.4723	0.500075358	0.487868216	0.2499014	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
calpain_GO:0004198	11	9	0.382519392	0.7658	0.389318548	0.7381	0.396672358	0.683689634	0.173737232	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
cAMP_biosynthesis_GO:0006171	7	7	0.48369925	0.616	0.498242592	0.6102	0.471643718	0.574921556	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
"cAMP-dependent_protein_kinase,_regulator_GO:0008603"	7	6	0.472871666	0.6295	0.385862409	0.741	0.535913266	0.545201385	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
cAMP-dependent_protein_kinase_complex_GO:0005952	32	26	0.546411782	0.5162	0.686491326	0.3819	0.505698651	0.437783623	0.202624203	0.37469273	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
cAMP-dependent_protein_kinase_GO:0004691	5	4	0.644336755	0.3867	0.429725659	0.6879	0.4481409	0.428898968	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
cAMP-mediated_signaling_GO:0019933	28	25	0.515306852	0.5669	0.400324304	0.7221	0.490437934	0.57302979	0.208244712	0.404370153	0.818320941	0.941426277	0.981329875	0.992491392	0.992491392	0.996238905	0.996238905	0.996238905
carbohydrate_binding_GO:0030246	43	35	0.617853065	0.4209	0.482911289	0.6291	0.541236712	0.369752783	0.164155337	0.364276309	0.75509342	0.918910239	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
