GO:0000001	mitochondrion inheritance
GO:0015629	actin cytoskeleton
GO:0001563	perception of protozoa
GO:0015630	microtubule cytoskeleton
GO:0015631	tubulin binding
GO:0015632	cobalt porter
GO:0015633	zinc porter
GO:0015634	lipopolysaccharide exporter
GO:0015635	short-chain fatty acid transporter
GO:0015636	short-chain fatty acid uptake transporter
GO:0015637	peptide uptake permease
GO:0015638	microcin uptake permease
GO:0015639	ferrous iron uptake transporter
GO:0001564	resistance to pathogenic protozoa
GO:0015640	murein peptide transporter
GO:0015641	lipoprotein toxin
GO:0015642	bacteriolytic toxin
GO:0015643	anti-toxin
GO:0015644	lipoprotein anti-toxin
GO:0015645	fatty-acid ligase
GO:0015646	permease
GO:0015647	murein transporter
GO:0015648	lipid-linked murein transporter
GO:0015649	2-keto-3-deoxygluconate:hydrogen symporter
GO:0001565	phorbol ester receptor
GO:0015650	lactate:hydrogen porter
GO:0015651	quaternary ammonium group transporter
GO:0015652	quaternary ammonium group:hydrogen symporter
GO:0015653	glycine betaine:hydrogen symporter
GO:0015654	tellurite-resistance uptake permease
GO:0015655	alanine:sodium symporter
GO:0015657	branched-chain amino acid:sodium symporter
GO:0015658	branched-chain aliphatic amino acid transporter
GO:0015659	formate uptake permease
GO:0001566	non-kinase phorbol ester receptor
GO:0015660	formate efflux permease
GO:0015661	L-lysine exporter
GO:0015662	P-type ATPase
GO:0015663	nicotinamide mononucleotide transporter
GO:0015664	nicotinamide mononucleotide permease
GO:0015665	organic alcohol transporter
GO:0015666	restriction endodeoxyribonuclease
GO:0015667	site-specific DNA-methyltransferase (cytosine-N4-specific)
GO:0015668	type III site-specific deoxyribonuclease
GO:0015669	gas transport
GO:0001567	cholesterol 25-hydroxylase
GO:0015670	carbon dioxide transport
GO:0015671	oxygen transport
GO:0015672	monovalent inorganic cation transport
GO:0015673	silver transport
GO:0015674	di-, tri-valent inorganic cation transport
GO:0015675	nickel ion transport
GO:0015676	vanadium ion transport
GO:0015677	copper uptake transport
GO:0015678	high affinity copper transport
GO:0015679	plasma membrane copper transport
GO:0001568	blood vessel development
GO:0015680	intracellular copper delivery
GO:0015681	iron ion transport
GO:0015682	ferric iron transport
GO:0015683	high affinity ferric transport
GO:0015684	ferrous iron transport
GO:0015685	ferric-enterobactin transport
GO:0015686	ferric triacetylfusarinine C transport
GO:0015687	ferric-hydroxamate transport
GO:0015688	iron chelate transport
GO:0015689	molybdate ion transport
GO:0001569	patterning of blood vessels
GO:0015690	aluminum ion transport
GO:0015691	cadmium ion transport
GO:0015692	lead ion transport
GO:0015693	magnesium ion transport
GO:0015694	mercury ion transport
GO:0015695	organic cation transport
GO:0015696	ammonium transport
GO:0015697	quaternary ammonium group transport
GO:0015698	inorganic anion transport
GO:0015699	antimonite transport
GO:0001570	vasculogenesis
GO:0015700	arsenite transport
GO:0015701	bicarbonate transport
GO:0015702	chlorate transport
GO:0015703	chromate transport
GO:0015704	cyanate transport
GO:0015705	iodide transport
GO:0015706	nitrate transport
GO:0015707	nitrite transport
GO:0015708	silicate transport
GO:0015709	thiosulfate transport
GO:0001571	non-tyrosine kinase fibroblast growth factor receptor
GO:0015710	tellurite transport
GO:0015711	organic anion transport
GO:0015712	hexose phosphate transport
GO:0015713	phosphoglycerate transport
GO:0015714	phosphoenolpyruvate transport
GO:0015715	nucleotide-sulfate transport
GO:0015716	phosphonate transport
GO:0015717	triose phosphate transport
GO:0015718	monocarboxylic acid transport
GO:0015719	allantoate transport
GO:0001572	lactosyl ceramide biosynthesis
GO:0015720	allantoin transport
GO:0015721	bile acid transport
GO:0015722	canalicular bile acid transport
GO:0015723	bilirubin transport
GO:0015724	formate transport
GO:0015725	gluconate transport
GO:0015726	L-idonate transport
GO:0015727	lactate transport
GO:0015728	mevalonate transport
GO:0015729	oxaloacetate transport
GO:0001573	ganglioside metabolism
GO:0015730	proprionate transport
GO:0015731	3-hydroxyphenyl propanoate transport
GO:0015732	prostaglandin transport
GO:0015733	shikimate transport
GO:0015734	taurine transport
GO:0015735	uronic acid transport
GO:0015736	hexuronate transport
GO:0015737	galacturonate transport
GO:0015738	glucuronate transport
GO:0015739	sialic acid transport
GO:0001574	ganglioside biosynthesis
GO:0015740	C4-dicarboxylate transport
GO:0015741	fumarate transport
GO:0015742	alpha-ketoglutarate transport
GO:0015743	malate transport
GO:0015744	succinate transport
GO:0015745	tartrate transport
GO:0015746	citrate transport
GO:0015747	urate transport
GO:0015748	organophosphate ester transport
GO:0015749	monosaccharide transport
GO:0001575	globoside metabolism
GO:0015750	pentose transport
GO:0015751	arabinose transport
GO:0015752	ribose transport
GO:0015753	xylose transport
GO:0015754	allose transport
GO:0015755	fructose transport
GO:0015756	fucose transport
GO:0015757	galactose transport
GO:0015758	glucose transport
GO:0015759	beta-glucoside transport
GO:0001576	globoside biosynthesis
GO:0015760	glucose-6-phosphate transport
GO:0015761	mannose transport
GO:0015762	rhamnose transport
GO:0015763	N-acetyl galactosamine transport
GO:0015764	N-acetyl glucosamine transport
GO:0015765	methylgalactoside transport
GO:0015766	disaccharide transport
GO:0015767	lactose transport
GO:0015768	maltose transport
GO:0015769	melibiose transport
GO:0001577	galectin
GO:0015770	sucrose transport
GO:0015771	trehalose transport
GO:0015772	oligosaccharide transport
GO:0015773	raffinose transport
GO:0015774	polysaccharide transport
GO:0015775	beta-glucan transport
GO:0015776	capsular-polysaccharide transport
GO:0015777	teichoic acid transport
GO:0015778	hexuronide transport
GO:0015779	glucuronide transport
GO:0001578	microtubule bundling
GO:0015780	nucleotide-sugar transport
GO:0015781	pyrimidine nucleotide sugar transport
GO:0015782	CMP-sialic acid transport
GO:0015783	GDP-fucose transport
GO:0015784	GDP-mannose transport
GO:0015785	UDP-galactose transport
GO:0015786	UDP-glucose transport
GO:0015787	UDP-glucuronic acid transport
GO:0015788	UDP-N-acetylglucosamine transport
GO:0015789	UDP-N-acetylgalactosamine transport
GO:0001579	medium-chain fatty acid transport
GO:0015790	UDP-xylose transport
GO:0015791	polyol transport
GO:0015792	arabinitol transport
GO:0015793	glycerol transport
GO:0015794	glycerol-3-phosphate transport
GO:0015795	glucitol transport
GO:0015796	galactitol transport
GO:0015797	mannitol transport
GO:0015798	myo-inositol transport
GO:0015799	propanediol transport
GO:0000158	protein phosphatase type 2A
GO:0001580	bitter taste perception
GO:0015800	acidic amino acid transport
GO:0015801	aromatic amino acid transport
GO:0015802	basic amino acid transport
GO:0015803	branched-chain aliphatic amino acid transport
GO:0015804	neutral amino acid transport
GO:0015805	S-adenosylmethionine transport
GO:0015806	S-methylmethionine transport
GO:0015807	L-amino acid transport
GO:0015808	alanine transport
GO:0015809	arginine transport
GO:0001581	sour taste perception
GO:0015810	aspartate transport
GO:0015811	cystine transport
GO:0015812	gamma-amino butyrate transport
GO:0015813	glutamate transport
GO:0015814	p-aminobenzoyl-glutamate transport
GO:0015816	glycine transport
GO:0015817	histidine transport
GO:0015818	isoleucine transport
GO:0015819	lysine transport
GO:0001582	sweet taste perception
GO:0015820	leucine transport
GO:0015821	methionine transport
GO:0015822	ornithine transport
GO:0015823	phenylalanine transport
GO:0015824	proline transport
GO:0015825	serine transport
GO:0015826	threonine transport
GO:0015827	tryptophan transport
GO:0015828	tyrosine transport
GO:0015829	valine transport
GO:0001583	salty taste perception
GO:0015830	diaminopimelate transport
GO:0015831	enzyme transport
GO:0015832	holin
GO:0015833	peptide transport
GO:0015834	murein peptide transport
GO:0015835	murein transport
GO:0015836	lipid-linked murein transport
GO:0015837	amine/polyamine transport
GO:0015838	betaine transport
GO:0015839	cadaverine transport
GO:0001584	Rhodopsin-like receptor
GO:0015840	urea transport
GO:0015841	chromaffin granule amine transport
GO:0015842	synaptic vesicle amine transport
GO:0015843	methylammonium transport
GO:0015844	monoamine transport
GO:0015845	quaternary amine transport
GO:0015846	polyamine transport
GO:0015847	putrescine transport
GO:0015848	spermidine transport
GO:0001585	5-hydroxytryptamine receptor
GO:0015850	organic alcohol transport
GO:0015851	nucleobase transport
GO:0015853	adenine transport
GO:0015854	guanine transport
GO:0015855	pyrimidine transport
GO:0015856	cytosine transport
GO:0015857	uracil transport
GO:0015858	nucleoside transport
GO:0015859	intracellular nucleoside transport
GO:0001586	5-HT1 receptor
GO:0015860	purine nucleoside transport
GO:0015861	cytidine transport
GO:0015862	uridine transport
GO:0015863	xanthosine transport
GO:0015864	pyrimidine nucleoside transport
GO:0015865	purine nucleotide transport
GO:0015866	ADP transport
GO:0015867	ATP transport
GO:0015868	purine ribonucleotide transport
GO:0015869	DNA-protein complex transport
GO:0001587	5-HT2 receptor
GO:0015870	acetylcholine transport
GO:0015871	choline transport
GO:0015872	dopamine transport
GO:0015874	norepinephrine transport
GO:0015875	vitamin/cofactor transport
GO:0015876	acetyl-CoA transport
GO:0015877	biopterin transport
GO:0015878	biotin transport
GO:0015879	carnitine transport
GO:0001588	dopamine D1 receptor-like receptor
GO:0015880	coenzyme A transport
GO:0015881	creatine transport
GO:0015882	L-ascorbate transport
GO:0015883	flavin adenine dinucleotide transport
GO:0015884	folate transport
GO:0015885	5-formyltetrahydrofolate transport
GO:0015886	heme transport
GO:0015887	pantothenate transport
GO:0015888	thiamin transport
GO:0015889	vitamin B12 transport
GO:0001589	dopamine D5 receptor
GO:0015890	nicotinamide mononucleotide transport
GO:0015891	siderophore transport
GO:0015892	iron-siderophore transport
GO:0015893	drug transport
GO:0015894	acriflavin transport
GO:0015895	alkane transport
GO:0015896	nalidixic acid transport
GO:0015897	organomercurial transport
GO:0015898	amiloride transport
GO:0015899	aminotriazole transport
GO:0000159	protein phosphatase type 2A complex
GO:0001590	dopamine D1 receptor
GO:0015900	benomyl transport
GO:0015901	cycloheximide transport
GO:0015902	carbonyl cyanide m-chlorophenylhydrazone transport
GO:0015903	fluconazole transport
GO:0015904	tetracycline transport
GO:0015905	bicyclomycin transport
GO:0015906	sulfathiazole transport
GO:0015908	fatty acid transport
GO:0015909	long-chain fatty acid transport
GO:0001591	dopamine D2 receptor-like receptor
GO:0015910	peroxisomal long-chain fatty acid import
GO:0015911	plasma membrane long-chain fatty acid transport
GO:0015912	short-chain fatty acid transport
GO:0015913	short-chain fatty acid uptake
GO:0015914	phospholipid transport
GO:0015915	fatty acyl transport
GO:0015916	fatty acyl coenzyme A transport
GO:0015917	aminophospholipid transport
GO:0015918	sterol transport
GO:0015919	peroxisomal membrane transport
GO:0001592	dopamine D3 receptor
GO:0015920	lipopolysaccharide transport
GO:0015921	lipopolysaccharide export
GO:0015922	aspartate oxidase
GO:0015923	mannosidase
GO:0015924	mannosyl-oligosaccharide mannosidase
GO:0015925	galactosidase
GO:0015926	glucosidase
GO:0015927	trehalase
GO:0015928	fucosidase
GO:0015929	hexosaminidase
GO:0001593	dopamine D4 receptor
GO:0015930	glutamate synthase
GO:0015931	nucleobase, nucleoside, nucleotide and nucleic acid transport
GO:0015932	nucleobase, nucleoside, nucleotide and nucleic acid transporter
GO:0015933	flavin-containing electron transporter
GO:0015934	large ribosomal subunit
GO:0015935	small ribosomal subunit
GO:0015936	coenzyme A metabolism
GO:0015937	coenzyme A biosynthesis
GO:0015938	coenzyme A catabolism
GO:0015939	pantothenate metabolism
GO:0001594	trace-amine receptor
GO:0015940	pantothenate biosynthesis
GO:0015941	pantothenate catabolism
GO:0015942	formate metabolism
GO:0015943	formate biosynthesis
GO:0015944	formate oxidation
GO:0015945	methanol metabolism
GO:0015946	methanol oxidation
GO:0015947	methane metabolism
GO:0015948	methanogenesis
GO:0015949	nucleobase, nucleoside and nucleotide interconversion
GO:0001595	angiotensin receptor
GO:0015950	purine nucleotide interconversion
GO:0015951	purine ribonucleotide interconversion
GO:0015952	purine deoxyribonucleotide interconversion
GO:0015953	pyrimidine nucleotide interconversion
GO:0015954	pyrimidine ribonucleotide interconversion
GO:0015955	pyrimidine deoxyribonucleotide interconversion
GO:0015956	bis(5'-nucleosidyl) oligophosphate metabolism
GO:0015957	bis(5'-nucleosidyl) oligophosphate biosynthesis
GO:0015958	bis(5'-nucleosidyl) oligophosphate catabolism
GO:0015959	diadenosine polyphosphate metabolism
GO:0001596	angiotensin type I receptor
GO:0015960	diadenosine polyphosphate biosynthesis
GO:0015961	diadenosine polyphosphate catabolism
GO:0015962	diadenosine triphosphate metabolism
GO:0015963	diadenosine triphosphate biosynthesis
GO:0015964	diadenosine triphosphate catabolism
GO:0015965	diadenosine tetraphosphate metabolism
GO:0015966	diadenosine tetraphosphate biosynthesis
GO:0015967	diadenosine tetraphosphate catabolism
GO:0015968	stringent response
GO:0015969	guanosine tetraphosphate (5'-ppGpp-3') metabolism
GO:0001597	apelin-like receptor
GO:0015970	guanosine tetraphosphate (5'-ppGpp-3') biosynthesis
GO:0015971	guanosine tetraphosphate (5'-ppGpp-3') catabolism
GO:0015972	guanosine pentaphosphate (5'-pppGpp-3') metabolism
GO:0015973	guanosine pentaphosphate (5'-pppGpp-3') biosynthesis
GO:0015974	guanosine pentaphosphate (5'-pppGpp-3') catabolism
GO:0015975	energy derivation by oxidation of reduced inorganic compounds
GO:0015976	carbon utilization
GO:0015977	carbon utilization by fixation of carbon dioxide
GO:0015978	carbon utilization by utilization of organic compounds
GO:0015979	photosynthesis
GO:0001598	chemokine receptor-like receptor
GO:0015980	energy derivation by oxidation of organic compounds
GO:0015981	passive proton transport, down the electrochemical gradient
GO:0015982	antiport
GO:0015983	symport
GO:0015984	uniport
GO:0015985	energy coupled proton transport, down the electrochemical gradient
GO:0015986	ATP synthesis coupled proton transport
GO:0015987	GTP synthesis coupled proton transport
GO:0015988	energy coupled proton transport, against the electrochemical gradient
GO:0015989	light-driven proton transport
GO:0001599	endothelin-A receptor
GO:0015990	electron transport coupled proton transport
GO:0015991	ATP hydrolysis coupled proton transport
GO:0015992	proton transport
GO:0015993	molecular hydrogen transport
GO:0015994	chlorophyll metabolism
GO:0015995	chlorophyll biosynthesis
GO:0015996	chlorophyll catabolism
GO:0015997	ubiquinone biosynthesis monooxygenase
GO:0015998	glycosylphosphatidylinositol biosynthesis
GO:0015999	eta DNA polymerase
GO:0000016	lactase
GO:0000160	two-component signal transduction system (phosphorelay)
GO:0001600	endothelin-B receptor
GO:0016000	iota DNA polymerase
GO:0016001	sphingosine-1-phosphate lyase
GO:0016002	sulfite reductase
GO:0016003	glutamine amidotransferase
GO:0016004	phospholipase activator
GO:0016005	phospholipase A2 activator
GO:0016006	Nebenkern
GO:0016007	mitochondrial derivative
GO:0016008	major mitochondrial derivative
GO:0016009	minor mitochondrial derivative
GO:0001601	peptide YY receptor
GO:0016010	dystrophin-associated glycoprotein complex
GO:0016011	dystroglycan complex
GO:0016012	sarcoglycan complex
GO:0016013	syntrophin complex
GO:0016014	dystrobrevin complex
GO:0016015	morphogen
GO:0016016	short-wave-sensitive opsin
GO:0016018	cyclosporin A binding
GO:0016019	peptidoglycan recognition
