class	size	virtual_size	pval (mean)	raw score (mean)	pval  (median)	virtual_size (median)	hyper pval	aroc rate	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
apoptotic program(GO:0008632)	23	20	0.4314	0.527331296	0.5347	20	0.985041406	0.488743021	0.21073317	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
ARF guanyl-nucleotide exchange factor(GO:0005086)	6	6	0.1414	0.964850542	0.1642	6	0.995493473	0.671359735	0.215134072	0.177926571	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
ARF small monomeric GTPase(GO:0003926)	8	7	0.8894	0.084067518	0.9958	7	0.994743967	0.289500861	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
arginase(GO:0004053)	5	5	0.7142	0.32027238	0.8145	5	0.99624343	0.479825354	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
arginine metabolism(GO:0006525)	6	5	0.1594	0.311829435	0.8269	5	0.99624343	0.503643481	0.406058683	0.153710562	0.038634165	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
aromatic amino acid family catabolism(GO:0009074)	6	6	0.8523	0.104571929	0.9919	6	0.995493473	0.261933444	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
aromatic amino acid family metabolism(GO:0009072)	11	10	0.6675	0.2499238	0.9065	10	0.992498158	0.367997589	0.307272537	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
aromatic compound metabolism(GO:0006725)	9	6	0.3373	0.968026311	0.1642	6	0.995493473	0.62718968	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
Arp2/3 protein complex(GO:0005885)	13	11	0.3726	0.540230684	0.509	11	0.991750457	0.540577566	0.192163691	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
aspartate family amino acid metabolism(GO:0009066)	9	7	0.5626	0.608553221	0.4305	7	0.994743967	0.538876936	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
aspartic-type endopeptidase(GO:0004190)	9	6	0.6516	0.428806884	0.6697	6	0.995493473	0.415926316	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
astacin(GO:0008533)	8	6	0.2156	1.013414112	0.1474	6	0.995493473	0.628394318	0.061459386	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
ATP biosynthesis(GO:0006754)	20	14	0.6829	0.32766196	0.8145	14	0.989510058	0.433805001	0.19757089	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
ATP dependent DNA helicase(GO:0004003)	12	11	0.6829	0.203245326	0.9419	11	0.991750457	0.431722286	0.298684462	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
ATP dependent helicase(GO:0008026)	70	57	0.4742	0.405574299	0.6953	57	0.957840123	0.487439768	0.114668875	0.276667382	0.632387252	0.871139791	0.957840123	0.982921662	0.982921662	0.991424703	0.991424703	0.991424703
ATP dependent RNA helicase(GO:0004004)	19	15	0.4089	0.428806884	0.6697	15	0.988764159	0.519109369	0.262042802	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
ATP transport(GO:0015867)	7	4	0.1947	0.654227059	0.3729	4	0.996993839	0.639507753	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ATP/ADP antiporter(GO:0005471)	7	4	0.1947	0.654227059	0.3729	4	0.996993839	0.639507753	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ATP/ADP exchange(GO:0006854)	7	4	0.1947	0.654227059	0.3729	4	0.996993839	0.639507753	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ATP-binding cassette (ABC) transporter(GO:0004009)	66	59	0.3951	0.458645449	0.6329	59	0.956387089	0.544299857	0.11176843	0.275911374	0.622255456	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
autophagy(GO:0006914)	8	7	0.4089	0.534349515	0.5201	7	0.994743967	0.654023236	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
auxiliary transport protein(GO:0015457)	17	12	0.2783	0.341406752	0.7868	12	0.991003207	0.504760111	0.211005539	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
axon cargo transport(GO:0008088)	6	5	0.1128	0.73132844	0.3054	5	0.99624343	0.683408612	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
axon guidance receptor(GO:0008046)	4	4	0.2421	1.018208565	0.1474	4	0.996993839	0.62411561	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
axon guidance(GO:0007411)	23	15	0.3072	0.483028568	0.5932	15	0.988764159	0.596411339	0.073850521	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
axoneme(GO:0005930)	5	4	0.9795	0.154059006	0.9727	4	0.996993839	0.209355713	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
axonogenesis(GO:0007409)	27	19	0.3477	0.474022786	0.6041	19	0.985785058	0.571419496	0.065760413	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
ba3-type cytochrome c oxidase(GO:0009482)	10	9	0.3825	0.55912239	0.4961	9	0.99324631	0.617036591	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
base-excision repair(GO:0006284)	7	7	0.4197	0.730860803	0.3054	7	0.994743967	0.547999139	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
basement lamina(GO:0005605)	19	15	0.7776	0.281481704	0.8645	15	0.988764159	0.391103739	0.054016018	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
basement membrane(GO:0005604)	29	23	0.6675	0.318926179	0.8269	23	0.982813142	0.444149076	0.056254815	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
B-cell receptor(GO:0004892)	13	9	0.864	0.348542683	0.7868	9	0.99324631	0.405761441	0.335902579	0.239543964	0.067388704	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
behavior(GO:0007610)	58	45	0.4197	0.366551745	0.7555	45	0.966595459	0.490834427	0.04329548	0.264721721	0.696666037	0.896899816	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
benzodiazepine receptor(GO:0008503)	4	4	0.823	0.263515851	0.8857	4	0.996993839	0.355524612	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
beta DNA polymerase(GO:0003890)	10	9	0.6989	0.243097768	0.9065	9	0.99324631	0.391148606	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
bile acid metabolism(GO:0008206)	5	4	0.6989	0.185063542	0.9563	4	0.996993839	0.349390336	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
binding of sperm to zona pellucida(GO:0007339)	5	4	0.8364	0.422715056	0.6697	4	0.996993839	0.370502785	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
biogenic amine metabolism(GO:0006576)	15	15	0.5771	0.269775077	0.8857	15	0.988764159	0.411861681	0.262042802	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
blood coagulation factor(GO:0003801)	9	8	0.5471	0.506611665	0.5662	8	0.993994913	0.50131797	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
blood coagulation(GO:0007596)	33	32	0.3072	0.576606655	0.4713	32	0.976152535	0.600973167	0.093934491	0.3712339	0.773540656	0.925611472	0.976152535	0.990394052	0.990394052	0.995185798	0.995185798	0.995185798
blood pressure regulation(GO:0008217)	9	8	0.0728	0.975054831	0.1615	8	0.993994913	0.669302606	0.116745444	0.02834659	0.06037395	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
blood vessel development(GO:0001568)	10	9	0.5626	0.242270027	0.9065	9	0.99324631	0.476683071	0.335902579	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
brain development(GO:0007420)	18	17	0.3269	0.444857165	0.6454	17	0.987273709	0.557013575	0.103254238	0.099665255	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
branched chain family amino acid metabolism(GO:0009081)	4	4	0.3951	0.81146523	0.2443	4	0.996993839	0.526042451	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
bud growth(GO:0007117)	11	4	0.8083	0.549150687	0.509	4	0.996993839	0.435044408	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
budding(GO:0007114)	11	4	0.8083	0.549150687	0.509	4	0.996993839	0.435044408	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
C21-steroid hormone biosynthesis(GO:0006700)	8	6	0.7624	0.303983665	0.8398	6	0.995493473	0.381744717	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
C21-steroid metabolism(GO:0008207)	8	6	0.7624	0.303983665	0.8398	6	0.995493473	0.381744717	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
caa3-type cytochrome c oxidase(GO:0009483)	10	9	0.3825	0.55912239	0.4961	9	0.99324631	0.617036591	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
C-acyltransferase(GO:0016408)	8	6	0.7142	0.453309307	0.6329	6	0.995493473	0.430381971	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
Cajal body(GO:0015030)	5	5	0.1321	0.718534827	0.3192	5	0.99624343	0.630532972	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
calcineurin complex(GO:0005955)	4	4	0.208	0.800436788	0.2489	4	0.996993839	0.666265242	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium channel(GO:0005262)	30	26	0.5177	0.509269192	0.5662	26	0.980588913	0.486586967	0.202624203	0.389958894	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
calcium ion homeostasis(GO:0006874)	11	7	0.5177	0.294941504	0.8541	7	0.994743967	0.422568847	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
calcium ion storage(GO:0005514)	6	4	0.5309	0.580110309	0.4597	4	0.996993839	0.494731296	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium ion transport(GO:0006816)	28	24	0.3477	0.522104221	0.5347	24	0.982071285	0.518873622	0.182306958	0.371787915	0.824922313	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
calcium ion transporter(GO:0015085)	6	5	0.6516	0.504233716	0.5662	5	0.99624343	0.504667269	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
calcium/calmodulin-dependent protein kinase complex(GO:0005954)	9	7	0.7624	0.25001647	0.8948	7	0.994743967	0.400365749	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
calcium/calmodulin-dependent protein kinase(GO:0004685)	5	4	0.5309	0.514264381	0.5534	4	0.996993839	0.535639019	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium/calmodulin-responsive adenylate cyclase(GO:0008294)	6	6	0.5933	0.498242592	0.5805	6	0.995493473	0.451764293	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-activated potassium channel(GO:0015269)	4	4	0.4593	0.67409455	0.3548	4	0.996993839	0.481860605	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium-dependent cell adhesion molecule(GO:0008014)	22	19	0.3269	0.558265599	0.4961	19	0.985785058	0.5290236	0.026120441	0.116624137	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
calcium-dependent cytosolic phospholipase A2(GO:0004627)	7	6	0.5933	0.394597976	0.7111	6	0.995493473	0.544421021	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-dependent phospholipid binding(GO:0005544)	12	12	0.0399	1.425968732	0.0426	12	0.991003207	0.668425019	0.008691436	0.057881296	0.087756184	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
calcium-dependent secreted phospholipase A2(GO:0004625)	7	6	0.5933	0.394597976	0.7111	6	0.995493473	0.544421021	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-independent cytosolic phospholipase A2(GO:0004628)	7	6	0.5933	0.394597976	0.7111	6	0.995493473	0.544421021	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
calcium-release channel(GO:0015278)	6	4	0.6829	0.522104221	0.5347	4	0.996993839	0.39710974	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calcium-transporting ATPase(GO:0005388)	5	4	0.5471	0.616664058	0.4189	4	0.996993839	0.525063977	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
calmodulin binding(GO:0005516)	60	52	0.4089	0.460484808	0.6204	52	0.961480436	0.515025952	0.031351654	0.27538473	0.658430204	0.881787669	0.961480436	0.984413876	0.984413876	0.992176922	0.992176922	0.992176922
calmodulin regulated protein kinase(GO:0004683)	14	12	0.4453	0.514264381	0.5534	12	0.991003207	0.500075358	0.2499014	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
calpain(GO:0004198)	11	9	0.8523	0.389318548	0.7296	9	0.99324631	0.396672358	0.173737232	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
cAMP biosynthesis(GO:0006171)	7	7	0.5771	0.498242592	0.5805	7	0.994743967	0.471643718	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
cAMP-dependent protein kinase complex(GO:0005952)	7	6	0.4866	0.686491326	0.3447	6	0.995493473	0.535913266	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
cAMP-dependent protein kinase(GO:0004691)	32	26	0.3825	0.385862409	0.7296	26	0.980588913	0.505698651	0.202624203	0.37469273	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
"cAMP-dependent protein kinase, regulator(GO:0008603)"	5	4	0.5933	0.385862409	0.7296	4	0.996993839	0.4481409	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
cAMP-mediated signaling(GO:0019933)	28	25	0.5471	0.400324304	0.6953	25	0.981329875	0.490437934	0.208244712	0.404370153	0.818320941	0.941426277	0.981329875	0.992491392	0.992491392	0.996238905	0.996238905	0.996238905
carbohydrate binding(GO:0030246)	43	35	0.4314	0.476773958	0.6041	35	0.973940376	0.541236712	0.164155337	0.364276309	0.75509342	0.918910239	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
carbohydrate biosynthesis(GO:0016051)	42	31	0.4314	0.347879419	0.7868	31	0.976890814	0.498332488	0.173908869	0.372877429	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
carbohydrate catabolism(GO:0016052)	103	80	0.6374	0.325340904	0.8145	80	0.941236423	0.44582572	0.059857248	0.1624824	0.525034975	0.823693687	0.941236423	0.976072055	0.976072055	0.987964495	0.987964495	0.987964495
carbohydrate kinase(GO:0019200)	18	15	0.5177	0.512698971	0.5534	15	0.988764159	0.537052674	0.262042802	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
carbohydrate transport(GO:0008643)	20	16	0.202	0.578067187	0.4713	16	0.988018709	0.603821068	0.172116354	0.330853721	0.113382251	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
carbohydrate transporter(GO:0015144)	28	24	0.3594	0.368572974	0.7555	24	0.982071285	0.506391867	0.212457724	0.371787915	0.159686681	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
carbonate dehydratase(GO:0004089)	10	7	0.4742	0.342810244	0.7868	7	0.994743967	0.520331325	0.248034262	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
carbon-carbon lyase(GO:0016830)	31	26	0.6374	0.356853412	0.7725	26	0.980588913	0.450571027	0.164037357	0.389958894	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
carbon-oxygen lyase(GO:0016835)	33	28	0.4453	0.449673789	0.6454	28	0.979108332	0.502233829	0.188089757	0.059230849	0.798826261	0.934617736	0.979108332	0.99159226	0.99159226	0.995787573	0.995787573	0.995787573
carbon-sulfur lyase(GO:0016846)	5	4	0.6829	0.614465221	0.4189	4	0.996993839	0.539138943	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
carboxylic ester hydrolase(GO:0016789)	32	22	0.3477	0.511646735	0.5534	22	0.983555448	0.579766724	0.101084738	0.366335636	0.838282182	0.948281296	0.983555448	0.993390931	0.993390931	0.996690236	0.996690236	0.996690236
carboxy-lyase(GO:0016831)	20	16	0.5015	0.394867413	0.7111	16	0.988018709	0.512573518	0.246554144	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
carboxypeptidase A(GO:0004182)	11	9	0.2678	0.620984713	0.407	9	0.99324631	0.669378327	0.144230476	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
carboxypeptidase(GO:0004180)	16	13	0.5015	0.543998563	0.509	13	0.990256407	0.54916398	0.287170041	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
